,"Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office"
"READING_DATE","Forge Hallway - Temperature","Forge Room - Temperature","IT Closet-Temperature","Temp South Wall","Temp.Coil_A","Temp.Coil_B","Temp.Coil_C","Temperature North Wall"
06/10/2011 16:00:00,23.35000,21.01667,29.95833,22.92500,,,,23.08333
06/10/2011 17:00:00,23.61667,22.50000,30.06667,21.94167,,,,21.22500
06/10/2011 18:00:00,23.90000,23.47500,30.44167,20.85000,,,,20.51667
06/10/2011 19:00:00,24.18333,23.80833,30.76667,20.46667,,,,20.30833
06/10/2011 20:00:00,24.12500,23.90833,30.99167,19.69167,,,,19.84167
06/10/2011 21:00:00,23.90833,23.90000,31.07500,19.01667,,,,19.71667
06/10/2011 22:00:00,23.82500,23.90000,31.10000,18.99167,,,,19.49167
06/10/2011 23:00:00,23.70000,23.85000,31.18333,18.86667,,,,19.35000
06/11/2011 00:00:00,23.65000,23.80000,31.29167,18.45000,,,,19.05000
06/11/2011 01:00:00,23.60000,23.70833,31.30000,17.92500,,,,18.76667
06/11/2011 02:00:00,23.42500,23.69167,31.23333,17.53333,,,,18.24167
06/11/2011 03:00:00,23.27500,23.60000,31.20000,16.87500,,,,17.57500
06/11/2011 04:00:00,23.10833,23.54167,31.13333,16.57500,,,,17.30833
06/11/2011 05:00:00,23.00833,23.40000,31.06667,16.49167,,,,17.16667
06/11/2011 06:00:00,22.96667,23.31667,31.00000,17.10833,,,,17.49167
06/11/2011 07:00:00,22.98333,23.30000,30.91667,18.76667,,,,18.05000
06/11/2011 08:00:00,23.18333,23.33333,30.89167,20.60000,,,,18.95833
06/11/2011 09:00:00,23.56667,23.56667,30.84167,22.36667,,,,19.97500
06/11/2011 10:00:00,24.15833,23.82500,30.97500,23.83333,,,,21.33333
06/11/2011 11:00:00,24.45000,24.16667,31.15000,22.47500,,,,21.53333
06/11/2011 12:00:00,24.75000,24.43333,31.38333,23.10000,,,,21.75833
06/11/2011 13:00:00,24.87500,24.65833,31.56667,21.57500,,,,21.10833
06/11/2011 14:00:00,24.85000,24.71667,31.70000,21.55000,,,,20.80833
06/11/2011 15:00:00,25.14167,24.88333,31.85000,22.70000,,,,21.65000
06/11/2011 16:00:00,25.72500,25.09167,32.00000,24.47500,,,,23.63333
06/11/2011 17:00:00,26.20833,25.50833,32.20833,24.32500,,,,23.95000
06/11/2011 18:00:00,25.92500,25.54167,32.39167,23.59167,,,,23.24167
06/11/2011 19:00:00,25.55000,25.44167,32.41667,22.43333,,,,22.22500
06/11/2011 20:00:00,25.23333,25.28333,32.40000,21.88333,,,,21.87500
06/11/2011 21:00:00,25.02500,25.15833,32.35833,21.42500,,,,21.65833
06/11/2011 22:00:00,24.82500,25.00833,32.23333,20.62500,,,,20.71667
06/11/2011 23:00:00,24.60000,24.84167,32.30833,19.55833,,,,20.05833
06/12/2011 00:00:00,24.41667,24.70833,32.25833,19.11667,,,,19.46667
06/12/2011 01:00:00,24.22500,24.55000,32.17500,17.98333,,,,18.72500
06/12/2011 02:00:00,23.96667,24.39167,32.03333,18.11667,,,,18.05000
06/12/2011 03:00:00,23.79167,24.21667,31.90000,17.75000,,,,17.54167
06/12/2011 04:00:00,23.67500,24.10833,31.74167,17.48333,,,,17.02500
06/12/2011 05:00:00,23.55000,23.95000,31.61667,16.68333,,,,16.38333
06/12/2011 06:00:00,23.32500,23.83333,31.45833,17.49167,,,,15.55000
06/12/2011 07:00:00,23.27500,23.70000,31.32500,18.33333,,,,15.66667
06/12/2011 08:00:00,23.29167,23.63333,31.16667,19.15833,,,,16.00000
06/12/2011 09:00:00,23.43333,23.65000,31.00833,21.15833,,,,16.87500
06/12/2011 10:00:00,23.72500,23.74167,30.95000,22.21667,,,,17.06667
06/12/2011 11:00:00,24.07500,23.90833,31.00000,24.01667,,,,17.69167
06/12/2011 12:00:00,24.50833,24.18333,31.13333,25.01667,,,,18.92500
06/12/2011 13:00:00,24.98333,24.45833,31.30833,26.91667,,,,19.34167
06/12/2011 14:00:00,25.47500,24.79167,31.54167,25.36667,,,,19.92500
06/12/2011 15:00:00,25.56667,25.03333,31.70000,24.44167,,,,19.58333
06/12/2011 16:00:00,25.32500,25.04167,31.86667,23.75833,,,,20.02500
06/12/2011 17:00:00,25.51667,25.19167,31.97500,22.95833,,,,19.76667
06/12/2011 18:00:00,25.08333,25.03333,32.00000,22.49167,,,,19.08333
06/12/2011 19:00:00,24.90833,24.94167,32.00000,21.20833,,,,18.83333
06/12/2011 20:00:00,24.58333,24.78333,31.91667,20.15000,,,,18.20000
06/12/2011 21:00:00,24.27500,24.56667,31.79167,19.44167,,,,17.80833
06/12/2011 22:00:00,24.01667,24.38333,31.63333,17.35000,,,,17.26667
06/12/2011 23:00:00,23.71667,24.18333,31.60833,15.98333,,,,16.71667
06/13/2011 00:00:00,23.46667,23.93333,31.50833,15.74167,,,,16.51667
06/13/2011 01:00:00,23.25833,23.78333,31.36667,15.72500,,,,15.97500
06/13/2011 02:00:00,23.04167,23.65000,31.17500,15.42500,,,,15.87500
06/13/2011 03:00:00,22.89167,23.55833,31.07500,14.40000,,,,15.05833
06/13/2011 04:00:00,22.67500,23.35000,30.91667,13.79167,,,,14.60000
06/13/2011 05:00:00,22.48333,23.21667,30.74167,13.35833,,,,14.61667
06/13/2011 06:00:00,22.38333,23.02500,30.57500,16.32500,,,,14.45833
06/13/2011 07:00:00,22.43333,22.99167,30.42500,20.09167,,,,14.70000
06/13/2011 08:00:00,22.74167,23.01667,30.37500,23.16667,,,,15.85833
06/13/2011 09:00:00,23.35833,23.21667,30.34167,25.61667,,,,16.75000
06/13/2011 10:00:00,23.75000,23.16667,30.45000,27.33333,,,,17.86667
06/13/2011 11:00:00,23.43333,22.66667,30.10833,25.00000,,,,18.28333
06/13/2011 12:00:00,23.46667,23.09167,29.77500,24.11667,,,,18.19167
06/13/2011 13:00:00,23.55833,23.03333,30.54167,23.85833,,,,18.63333
06/13/2011 14:00:00,23.35833,23.21667,30.41667,23.00000,,,,17.74167
06/13/2011 15:00:00,23.53333,23.45000,30.92500,22.97500,,,,18.02500
06/13/2011 16:00:00,23.49167,22.99167,31.00000,23.05833,,,,18.29167
06/13/2011 17:00:00,23.50000,22.72500,30.99167,22.96667,,,,19.35833
06/13/2011 18:00:00,24.12500,23.48333,31.97500,22.50833,,,,19.70833
06/13/2011 19:00:00,24.13333,23.83333,32.57500,21.70000,,,,18.49167
06/13/2011 20:00:00,23.85833,23.84167,32.85833,20.60000,,,,17.68333
06/13/2011 21:00:00,23.65000,23.74167,33.01667,20.59167,,,,17.20000
06/13/2011 22:00:00,23.40833,23.67500,33.05833,19.95833,,,,16.53333
06/13/2011 23:00:00,23.13333,23.57500,33.10833,18.58333,,,,16.34167
06/14/2011 00:00:00,22.90833,23.35000,33.14167,17.55000,,,,15.80000
06/14/2011 01:00:00,22.66667,23.20833,33.10000,15.68333,,,,15.18333
06/14/2011 02:00:00,22.47500,23.03333,33.07500,14.67500,,,,14.92500
06/14/2011 03:00:00,22.28333,22.96667,32.94167,14.03333,,,,14.70833
06/14/2011 04:00:00,22.09167,22.75000,32.77500,14.52500,,,,14.02500
06/14/2011 05:00:00,21.85000,22.50833,32.63333,14.25000,,,,13.70000
06/14/2011 06:00:00,21.71667,22.35000,32.47500,16.54167,,,,13.80000
06/14/2011 07:00:00,21.77500,22.29167,32.33333,19.32500,,,,14.24167
06/14/2011 08:00:00,22.13333,22.59167,30.20833,22.07500,,,,15.51667
06/14/2011 09:00:00,22.88333,22.93333,29.06667,25.45000,,,,16.78333
06/14/2011 10:00:00,23.20833,22.76667,29.14167,27.33333,,,,17.72500
06/14/2011 11:00:00,23.69167,23.10000,31.43333,28.33333,,,,19.15000
06/14/2011 12:00:00,23.40000,22.35833,33.15833,29.78333,,,,19.68333
06/14/2011 13:00:00,23.25833,21.63333,32.49167,29.64167,,,,21.11667
06/14/2011 14:00:00,23.35833,21.16667,29.35833,28.27500,,,,22.33333
06/14/2011 15:00:00,23.62500,21.08333,28.15833,26.15833,,,,23.90833
06/14/2011 16:00:00,25.34167,23.60000,28.61667,24.37500,,,,25.21667
06/14/2011 17:00:00,25.25833,23.30833,28.80000,23.70833,,,,25.64167
06/14/2011 18:00:00,25.26667,22.73333,28.78333,23.25833,,,,26.09167
06/14/2011 19:00:00,25.50833,23.78333,28.99167,22.39167,,,,25.52500
06/14/2011 20:00:00,25.52500,24.80000,29.48333,22.09167,,,,24.15000
06/14/2011 21:00:00,25.10833,24.91667,29.84167,21.34167,,,,22.74167
06/14/2011 22:00:00,24.75000,24.77500,29.85833,20.94167,,,,21.89167
06/14/2011 23:00:00,24.45000,24.65000,29.88333,18.59167,,,,20.71667
06/15/2011 00:00:00,24.16667,24.51667,29.81667,17.49167,,,,19.75833
06/15/2011 01:00:00,23.90000,24.35833,29.74167,16.77500,,,,18.79167
06/15/2011 02:00:00,23.68333,24.18333,29.57500,16.50833,,,,18.53333
06/15/2011 03:00:00,23.51667,24.01667,29.45833,15.96667,,,,18.29167
06/15/2011 04:00:00,23.32500,23.87500,29.25833,15.80833,,,,17.79167
06/15/2011 05:00:00,23.15833,23.72500,29.14167,16.10000,,,,17.26667
06/15/2011 06:00:00,23.04167,23.65833,29.00000,17.94167,,,,17.29167
06/15/2011 07:00:00,23.14167,23.60000,28.88333,20.80833,,,,17.83333
06/15/2011 08:00:00,23.51667,23.75000,28.80833,24.46667,,,,19.25000
06/15/2011 09:00:00,23.31667,22.85833,28.67500,27.41667,,,,20.81667
06/15/2011 10:00:00,23.60833,22.84167,28.58333,30.78333,,,,22.28333
06/15/2011 11:00:00,23.26667,22.13333,28.48333,33.97500,,,,23.48333
06/15/2011 12:00:00,23.85833,22.75833,28.52500,36.35833,,,,24.85833
06/15/2011 13:00:00,25.20000,24.06667,29.26667,36.08333,,,,25.95000
06/15/2011 14:00:00,24.89167,23.18333,29.37500,34.26667,,,,26.80000
06/15/2011 15:00:00,24.70000,22.63333,29.39167,31.65833,,,,28.53333
06/15/2011 16:00:00,24.55000,21.92500,29.12500,30.39167,,,,29.92500
06/15/2011 17:00:00,24.65833,22.28333,28.95000,29.58333,,,,30.37500
06/15/2011 18:00:00,25.27500,23.26667,29.17500,28.73333,,,,29.90833
06/15/2011 19:00:00,25.33333,24.43333,29.74167,27.80833,,,,29.02500
06/15/2011 20:00:00,24.93333,24.77500,29.81667,26.42500,,,,27.63333
06/15/2011 21:00:00,24.49167,24.75833,29.80000,24.89167,,,,25.85833
06/15/2011 22:00:00,24.30000,24.67500,29.77500,23.64167,,,,24.88333
06/15/2011 23:00:00,24.40000,24.77500,29.95000,22.09167,,,,23.76667
06/16/2011 00:00:00,24.32500,24.79167,30.03333,20.90833,,,,22.58333
06/16/2011 01:00:00,24.20000,24.68333,30.10000,20.02500,,,,21.87500
06/16/2011 02:00:00,24.09167,24.61667,30.03333,19.23333,,,,20.99167
06/16/2011 03:00:00,23.93333,24.55000,30.00000,18.62500,,,,20.45833
06/16/2011 04:00:00,23.84167,24.42500,29.92500,17.95833,,,,19.73333
06/16/2011 05:00:00,23.70000,24.35000,29.83333,17.47500,,,,19.21667
06/16/2011 06:00:00,23.60833,24.20833,29.71667,20.30000,,,,19.15000
06/16/2011 07:00:00,23.76667,24.20000,29.62500,23.06667,,,,20.26667
06/16/2011 08:00:00,23.31667,23.26667,29.36667,24.61667,,,,21.65000
06/16/2011 09:00:00,23.38333,22.83333,28.97500,27.93333,,,,23.37500
06/16/2011 10:00:00,23.44167,22.68333,28.80000,27.06667,,,,24.25000
06/16/2011 11:00:00,23.38333,22.48333,28.66667,28.98333,,,,24.95000
06/16/2011 12:00:00,23.25833,22.13333,28.60000,30.25833,,,,25.68333
06/16/2011 13:00:00,23.36667,22.00000,28.46667,30.91667,,,,26.87500
06/16/2011 14:00:00,23.10000,20.62500,28.11667,30.08333,,,,27.95833
06/16/2011 15:00:00,23.27500,20.95000,27.86667,28.60833,,,,28.67500
06/16/2011 16:00:00,24.01667,21.94167,28.05000,28.05000,,,,28.56667
06/16/2011 17:00:00,24.74167,23.87500,29.74167,26.28333,,,,26.51667
06/16/2011 18:00:00,25.16667,24.52500,30.67500,25.54167,,,,25.68333
06/16/2011 19:00:00,25.57500,25.02500,31.30833,24.08333,,,,24.95833
06/16/2011 20:00:00,25.64167,25.19167,31.70833,22.29167,,,,23.97500
06/16/2011 21:00:00,25.28333,25.20000,31.95833,21.38333,,,,22.45000
06/16/2011 22:00:00,25.10833,25.13333,32.03333,20.49167,,,,21.67500
06/16/2011 23:00:00,24.96667,25.04167,32.17500,19.63333,,,,21.15833
06/17/2011 00:00:00,24.83333,24.98333,32.20000,19.72500,,,,21.30833
06/17/2011 01:00:00,24.80000,24.92500,32.24167,19.57500,,,,21.35833
06/17/2011 02:00:00,24.70833,24.86667,32.22500,19.22500,,,,20.82500
06/17/2011 03:00:00,24.64167,24.80000,32.20000,19.30000,,,,20.90833
06/17/2011 04:00:00,24.60000,24.82500,32.20000,19.30000,,,,20.83333
06/17/2011 05:00:00,24.60000,24.80000,32.20000,19.15833,,,,20.75000
06/17/2011 06:00:00,24.60000,24.79167,32.20000,19.62500,,,,20.57500
06/17/2011 07:00:00,24.66667,24.79167,32.17500,23.00000,,,,20.92500
06/17/2011 08:00:00,23.32500,23.16667,31.82500,26.60000,,,,21.73333
06/17/2011 09:00:00,23.30833,22.90000,31.38333,25.66667,,,,22.25000
06/17/2011 10:00:00,23.38333,22.80833,31.21667,25.56667,,,,22.45833
06/17/2011 11:00:00,23.40000,22.56667,31.01667,25.73333,,,,22.55000
06/17/2011 12:00:00,23.37500,22.45833,30.93333,27.14167,,,,23.71667
06/17/2011 13:00:00,24.35000,23.35833,30.93333,27.36667,,,,24.32500
06/17/2011 14:00:00,24.50000,23.59167,31.20833,27.55833,,,,24.71667
06/17/2011 15:00:00,24.16667,22.68333,31.20000,28.16667,,,,26.01667
06/17/2011 16:00:00,24.14167,22.45000,32.88333,27.12500,,,,27.20000
06/17/2011 17:00:00,23.52500,21.51667,34.00833,26.97500,,,,28.85833
06/17/2011 18:00:00,24.65000,23.14167,34.75000,26.67500,,,,28.84167
06/17/2011 19:00:00,25.49167,23.79167,35.88333,26.61667,,,,28.75833
06/17/2011 20:00:00,25.55000,24.26667,36.62500,24.95833,,,,27.31667
06/17/2011 21:00:00,25.50000,25.02500,37.08333,24.18333,,,,25.65833
06/17/2011 22:00:00,25.42500,25.20833,37.45000,23.91667,,,,24.77500
06/17/2011 23:00:00,25.28333,25.18333,37.75833,22.74167,,,,23.05833
06/18/2011 00:00:00,25.07500,25.05833,38.00000,21.93333,,,,22.02500
06/18/2011 01:00:00,24.91667,25.00000,38.16667,20.34167,,,,21.55833
06/18/2011 02:00:00,24.75000,24.90000,38.22500,19.23333,,,,21.00000
06/18/2011 03:00:00,24.60000,24.78333,38.25833,18.59167,,,,20.88333
06/18/2011 04:00:00,24.42500,24.66667,38.25000,17.89167,,,,20.10833
06/18/2011 05:00:00,24.27500,24.56667,38.15833,18.19167,,,,20.24167
06/18/2011 06:00:00,24.20000,24.44167,38.07500,20.38333,,,,20.15000
06/18/2011 07:00:00,24.31667,24.42500,38.00000,22.82500,,,,20.80000
06/18/2011 08:00:00,24.55833,24.55833,37.95000,24.39167,,,,21.56667
06/18/2011 09:00:00,25.01667,24.74167,37.89167,27.75833,,,,22.18333
06/18/2011 10:00:00,25.80000,25.18333,37.91667,30.86667,,,,23.38333
06/18/2011 11:00:00,26.65000,25.80000,38.15000,32.96667,,,,24.57500
06/18/2011 12:00:00,27.52500,26.53333,38.50833,35.25000,,,,25.74167
06/18/2011 13:00:00,28.65833,27.35000,39.02500,35.48333,,,,26.83333
06/18/2011 14:00:00,29.62500,28.15000,39.62500,33.99167,,,,27.85000
06/18/2011 15:00:00,29.28333,27.00833,40.10833,31.85000,,,,29.22500
06/18/2011 16:00:00,29.36667,26.69167,40.37500,30.76667,,,,30.04167
06/18/2011 17:00:00,29.40000,26.84167,40.51667,29.82500,,,,30.22500
06/18/2011 18:00:00,27.34167,24.00000,40.43333,29.05833,,,,30.25000
06/18/2011 19:00:00,26.75833,24.60833,39.95000,27.93333,,,,28.86667
06/18/2011 20:00:00,27.01667,26.01667,39.73333,26.45833,,,,26.81667
06/18/2011 21:00:00,26.80000,26.38333,39.62500,23.93333,,,,24.94167
06/18/2011 22:00:00,26.54167,26.36667,39.60000,22.50833,,,,23.02500
06/18/2011 23:00:00,26.23333,26.15833,39.60000,20.41667,,,,21.81667
06/19/2011 00:00:00,25.90000,25.96667,39.54167,19.22500,,,,20.35000
06/19/2011 01:00:00,25.56667,25.72500,39.40000,17.87500,,,,19.25833
06/19/2011 02:00:00,25.28333,25.47500,39.23333,16.85000,,,,18.43333
06/19/2011 03:00:00,24.99167,25.28333,39.05000,16.35833,,,,17.97500
06/19/2011 04:00:00,24.71667,25.10833,38.90000,15.75000,,,,17.52500
06/19/2011 05:00:00,24.50833,24.92500,38.70833,15.39167,,,,17.22500
06/19/2011 06:00:00,24.38333,24.78333,38.50833,16.60833,,,,17.50000
06/19/2011 07:00:00,24.37500,24.62500,38.34167,21.81667,,,,17.93333
06/19/2011 08:00:00,24.71667,24.67500,38.21667,25.77500,,,,18.95833
06/19/2011 09:00:00,25.29167,24.90000,38.07500,27.57500,,,,20.43333
06/19/2011 10:00:00,25.83333,25.24167,38.09167,30.51667,,,,21.16667
06/19/2011 11:00:00,26.35833,25.73333,38.23333,32.51667,,,,21.75833
06/19/2011 12:00:00,26.96667,26.27500,38.48333,33.42500,,,,22.65000
06/19/2011 13:00:00,28.02500,26.92500,38.85833,31.88333,,,,23.80833
06/19/2011 14:00:00,29.00833,27.69167,39.30833,28.79167,,,,24.82500
06/19/2011 15:00:00,29.47500,28.26667,39.75833,25.82500,,,,25.31667
06/19/2011 16:00:00,29.40833,27.30833,40.05833,25.50833,,,,26.56667
06/19/2011 17:00:00,29.30000,26.94167,40.16667,25.35000,,,,27.82500
06/19/2011 18:00:00,27.01667,24.15833,40.06667,24.92500,,,,26.95000
06/19/2011 19:00:00,27.06667,25.85833,39.67500,23.69167,,,,26.65833
06/19/2011 20:00:00,27.15833,26.56667,39.60000,22.41667,,,,25.26667
06/19/2011 21:00:00,26.89167,26.70000,39.60000,21.52500,,,,23.62500
06/19/2011 22:00:00,26.70833,26.60833,39.60000,20.45000,,,,22.62500
06/19/2011 23:00:00,26.41667,26.45000,39.60000,19.55833,,,,21.64167
06/20/2011 00:00:00,26.11667,26.24167,39.56667,18.93333,,,,20.87500
06/20/2011 01:00:00,25.86667,26.02500,39.45833,18.51667,,,,20.41667
06/20/2011 02:00:00,25.61667,25.85000,39.32500,17.88333,,,,20.02500
06/20/2011 03:00:00,25.35833,25.68333,39.15000,17.70000,,,,19.28333
06/20/2011 04:00:00,25.11667,25.48333,39.00000,17.00000,,,,18.47500
06/20/2011 05:00:00,24.90833,25.30833,38.84167,16.60833,,,,18.07500
06/20/2011 06:00:00,24.78333,25.17500,38.65000,19.05000,,,,18.36667
06/20/2011 07:00:00,24.80000,25.00833,38.50000,23.03333,,,,18.55000
06/20/2011 08:00:00,23.34167,22.75000,38.27500,27.62500,,,,19.75833
06/20/2011 09:00:00,23.38333,22.58333,37.82500,29.57500,,,,21.44167
06/20/2011 10:00:00,23.43333,22.76667,34.22500,31.55833,,,,22.78333
06/20/2011 11:00:00,23.31667,22.18333,30.91667,31.86667,,,,23.83333
06/20/2011 12:00:00,23.41667,22.01667,29.66667,32.19167,,,,24.63333
06/20/2011 13:00:00,23.40833,21.46667,28.99167,32.34167,,,,25.25833
06/20/2011 14:00:00,23.20833,20.58333,28.09167,31.10833,,,,26.14167
06/20/2011 15:00:00,23.05000,19.88333,27.30000,29.24167,,,,27.48333
06/20/2011 16:00:00,23.25000,20.13333,26.82500,27.90833,,,,28.36667
06/20/2011 17:00:00,23.18333,20.09167,26.49167,27.32500,,,,28.67500
06/20/2011 18:00:00,24.36667,22.22500,26.91667,26.42500,,,,27.95833
06/20/2011 19:00:00,25.34167,24.47500,28.24167,25.18333,,,,26.52500
06/20/2011 20:00:00,25.31667,25.08333,28.98333,23.92500,,,,25.15000
06/20/2011 21:00:00,25.26667,25.25000,29.36667,23.44167,,,,24.28333
06/20/2011 22:00:00,25.20000,25.34167,29.58333,22.85833,,,,23.65000
06/20/2011 23:00:00,25.19167,25.40000,29.76667,22.35833,,,,23.33333
06/21/2011 00:00:00,25.07500,25.40833,29.80000,22.05000,,,,22.87500
06/21/2011 01:00:00,25.00833,25.40000,29.80833,21.54167,,,,22.56667
06/21/2011 02:00:00,24.92500,25.40000,29.80000,21.30000,,,,22.04167
06/21/2011 03:00:00,24.83333,25.38333,29.80000,20.95000,,,,21.80000
06/21/2011 04:00:00,24.80000,25.34167,29.80000,20.50833,,,,21.35000
06/21/2011 05:00:00,24.71667,25.34167,29.78333,20.41667,,,,21.20833
06/21/2011 06:00:00,24.70000,25.24167,29.70000,21.46667,,,,21.20833
06/21/2011 07:00:00,24.75000,25.21667,29.60000,23.85000,,,,21.67500
06/21/2011 08:00:00,23.30000,23.14167,29.16667,27.65833,,,,22.73333
06/21/2011 09:00:00,23.39167,23.21667,28.63333,30.90833,,,,24.01667
06/21/2011 10:00:00,23.36667,23.35833,28.59167,32.21667,,,,25.41667
06/21/2011 11:00:00,23.26667,22.90833,28.50833,32.48333,,,,26.56667
06/21/2011 12:00:00,23.25000,22.45833,28.39167,33.01667,,,,27.54167
06/21/2011 13:00:00,22.96667,21.15833,27.97500,32.96667,,,,28.27500
06/21/2011 14:00:00,23.15833,20.96667,27.45000,30.90833,,,,28.88333
06/21/2011 15:00:00,23.48333,21.66667,27.48333,29.78333,,,,28.99167
06/21/2011 16:00:00,25.20000,23.70000,28.10833,29.35000,,,,29.36667
06/21/2011 17:00:00,24.83333,22.43333,28.52500,28.25000,,,,29.90833
06/21/2011 18:00:00,25.22500,23.34167,28.21667,27.39167,,,,29.45833
06/21/2011 19:00:00,25.38333,23.95833,28.93333,26.25000,,,,28.51667
06/21/2011 20:00:00,25.58333,25.26667,29.39167,25.32500,,,,26.60833
06/21/2011 21:00:00,25.60833,25.65000,29.82500,24.65833,,,,25.90000
06/21/2011 22:00:00,25.60833,25.75833,30.01667,23.92500,,,,25.22500
06/21/2011 23:00:00,25.60833,25.89167,30.22500,23.38333,,,,24.64167
06/22/2011 00:00:00,25.61667,25.90000,30.30000,22.81667,,,,24.37500
06/22/2011 01:00:00,25.53333,25.94167,30.35833,19.72500,,,,22.85000
06/22/2011 02:00:00,25.40000,25.97500,30.40000,20.20000,,,,22.28333
06/22/2011 03:00:00,25.30833,25.93333,30.38333,20.03333,,,,22.05000
06/22/2011 04:00:00,25.20000,25.86667,30.30000,19.39167,,,,20.93333
06/22/2011 05:00:00,25.08333,25.75833,30.25000,19.01667,,,,20.88333
06/22/2011 06:00:00,25.00000,25.70000,30.20000,19.71667,,,,21.16667
06/22/2011 07:00:00,25.00833,25.69167,30.14167,20.50000,,,,21.27500
06/22/2011 08:00:00,23.41667,23.40833,29.51667,21.27500,,,,21.75833
06/22/2011 09:00:00,23.54167,23.89167,29.07500,21.03333,,,,21.92500
06/22/2011 10:00:00,24.25000,24.78333,29.35000,20.34167,,,,21.71667
06/22/2011 11:00:00,23.77500,24.00833,29.29167,20.08333,,,,21.45000
06/22/2011 12:00:00,23.74167,23.90000,29.30000,20.40000,,,,21.41667
06/22/2011 13:00:00,23.70000,23.80000,29.42500,20.90000,,,,21.64167
06/22/2011 14:00:00,23.61667,23.47500,29.50833,22.07500,,,,21.97500
06/22/2011 15:00:00,23.62500,23.48333,29.48333,22.79167,,,,22.65833
06/22/2011 16:00:00,23.89167,23.81667,29.48333,22.89167,,,,22.85833
06/22/2011 17:00:00,23.79167,23.47500,29.82500,23.46667,,,,23.48333
06/22/2011 18:00:00,24.91667,24.47500,30.81667,23.55833,,,,24.56667
06/22/2011 19:00:00,25.70000,25.15833,31.56667,22.88333,,,,24.79167
06/22/2011 20:00:00,25.26667,24.88333,31.91667,21.64167,,,,23.06667
06/22/2011 21:00:00,25.25833,25.30000,32.15000,20.62500,,,,22.08333
06/22/2011 22:00:00,25.19167,25.35833,32.28333,20.27500,,,,21.44167
06/22/2011 23:00:00,25.07500,25.35833,32.47500,19.89167,,,,21.15000
06/23/2011 00:00:00,24.95833,25.34167,32.50000,18.85833,,,,20.63333
06/23/2011 01:00:00,24.84167,25.22500,32.42500,18.37500,,,,20.31667
06/23/2011 02:00:00,24.80000,25.20000,32.37500,18.60000,,,,20.35833
06/23/2011 03:00:00,24.75000,25.12500,32.28333,18.69167,,,,20.35000
06/23/2011 04:00:00,24.65833,25.07500,32.20833,18.76667,,,,20.29167
06/23/2011 05:00:00,24.60000,25.00000,32.20000,18.80000,,,,20.28333
06/23/2011 06:00:00,24.60000,25.00000,32.14167,19.83333,,,,20.43333
06/23/2011 07:00:00,24.75000,25.00000,32.10000,21.56667,,,,21.25000
06/23/2011 08:00:00,23.41667,23.05833,31.71667,24.55000,,,,22.10833
06/23/2011 09:00:00,23.29167,23.21667,30.81667,25.20000,,,,22.79167
06/23/2011 10:00:00,23.40000,23.03333,30.44167,27.34167,,,,24.07500
06/23/2011 11:00:00,23.27500,22.71667,30.28333,27.22500,,,,24.90000
06/23/2011 12:00:00,23.44167,22.57500,30.55833,27.24167,,,,25.40833
06/23/2011 13:00:00,23.37500,22.95833,30.59167,24.93333,,,,24.04167
06/23/2011 14:00:00,23.36667,22.85000,29.85833,25.70833,,,,24.25833
06/23/2011 15:00:00,23.37500,22.49167,29.35833,26.15000,,,,24.83333
06/23/2011 16:00:00,23.43333,22.86667,29.20833,26.25833,,,,25.09167
06/23/2011 17:00:00,23.31667,22.82500,29.13333,25.73333,,,,24.94167
06/23/2011 18:00:00,24.02500,23.85000,29.29167,24.75833,,,,24.20000
06/23/2011 19:00:00,24.21667,24.30000,29.63333,24.39167,,,,23.81667
06/23/2011 20:00:00,24.39167,24.55000,29.86667,23.12500,,,,23.58333
06/23/2011 21:00:00,24.39167,24.66667,30.03333,21.70833,,,,22.60833
06/23/2011 22:00:00,24.30833,24.75000,30.18333,21.62500,,,,22.16667
06/23/2011 23:00:00,24.28333,24.76667,30.31667,21.01667,,,,22.10833
06/24/2011 00:00:00,24.29167,24.80000,30.40000,20.30000,,,,21.77500
06/24/2011 01:00:00,24.21667,24.80000,30.41667,19.97500,,,,21.45833
06/24/2011 02:00:00,24.20000,24.80000,30.49167,19.90000,,,,21.25833
06/24/2011 03:00:00,24.20000,24.80000,30.49167,19.82500,,,,21.13333
06/24/2011 04:00:00,24.20000,24.78333,30.48333,19.89167,,,,21.00833
06/24/2011 05:00:00,24.20000,24.79167,30.47500,19.80000,,,,20.94167
06/24/2011 06:00:00,24.20000,24.73333,30.42500,20.29167,,,,21.00833
06/24/2011 07:00:00,24.20833,24.69167,30.40000,21.24167,,,,21.36667
06/24/2011 08:00:00,23.50000,23.61667,30.15833,21.81667,,,,21.72500
06/24/2011 09:00:00,22.69167,22.60833,29.59167,22.02500,,,,22.05833
06/24/2011 10:00:00,22.72500,22.47500,29.20833,21.75000,,,,22.18333
06/24/2011 11:00:00,22.87500,23.04167,29.19167,24.20000,,,,23.05000
06/24/2011 12:00:00,22.73333,22.58333,29.10833,25.89167,,,,24.34167
06/24/2011 13:00:00,22.59167,22.24167,28.97500,25.45000,,,,23.82500
06/24/2011 14:00:00,22.80000,22.15000,28.75833,27.46667,,,,24.99167
06/24/2011 15:00:00,22.65833,22.05833,28.56667,26.50833,,,,25.01667
06/24/2011 16:00:00,23.10833,22.40000,28.50833,26.96667,,,,25.50000
